id	english_technical_name	arabic_technical_name	arabic_layperson_synonym	arabic_definition
HP:0006695	Atrioventricular canal defect	عيب القناة الأذينية البطينية	ثقب في وسط القلب	عيب في الحاجز الأذيني البطيني للقلب.
HP:0006696	Polymorphic and polytopic ventricular extrasystoles	ضربات بطينية زائدة متعددة الأشكال ومتعددة المواقع	ضربات قلب غير منتظمة	ضربات زائدة غير منتظمة تعود إلى البطين وتحدث في مواقع مختلفة.
HP:0006698	Dilatation of the ventricular cavity	تمدّد تجويف البطين	تمدّد في البطين	انتفاخ موضعي في تجويف البطين يرتبط غالبًا بحركات غير طبيعية وتمدد مفارقة خلال الانقباض.
HP:0006699	Premature atrial contractions	انقباضات أذينية مبكرة	ضربات قلب أذينية مبكرة	نوع من ضربات القلب غير المنتظمة حيث تحدث انقباضات أو ضربات أذينية مبكرة بسبب إشارات تنبعث من مواقع أذينية غير طبيعية.
HP:0006702	Coronary artery dissection	تمزق الشريان التاجي	تمزق في شريان القلب	حدوث مفاجئ لتمزق داخل البطانية وارتشاح الدم إلى الوسطية لشريان تاجي.
HP:0006703	Aplasia/Hypoplasia of the lungs	فقدان/نقص تنسج الرئتين	رئتين مفقودتين أو غير مكتملتين	غياب أو نمو غير مكتمل للرئتين.
HP:0006704	Abnormal coronary artery morphology	تشوهات في شكل الشرايين التاجية	تشوهات في شرايين القلب	أي شذوذ هيكلي في الشرايين التاجية.
HP:0006705	Abnormal atrioventricular valve morphology	تشوهات في شكل الصمامات الأذينية البطينية	تشوهات في صمامات القلب	شذوذ في الصمام الأذيني البطيني.
HP:0006706	Cystic liver disease	مرض الكبد الكيسي	أكياس في الكبد	مرض يتسم بوجود تكيسات في الكبد.
HP:0006707	Abnormality of the hepatic vasculature	تشوه الأوعية الدموية الكبدية	تشوه الأوعية الدموية في الكبد	تشوه في الأوعية الدموية الكبدية.
HP:0006709	Aplasia/Hypoplasia of the nipples	عدم/ نقص تنسج الحلمات	عدم وجود أو تطور الحلمات بشكل كامل	غياب أو نقص في نمو وتشكيل الحلمات.
HP:0006710	Aplasia/Hypoplasia of the clavicles	عدم/ نقص تنسج الترقوة	عدم وجود أو تطور العظمة الترقوية بشكل كامل	غياب أو نقص في نمو وتشكيل الترقوة (عظمة الترقوة).
HP:0006711	Aplasia/Hypoplasia involving bones of the thorax	عدم/ نقص تنسج العظام في الصدر	عدم وجود أو تطور العظام في الصدر بشكل كامل	غياب أو نقص في نمو وتشكيل العظام في منطقة الصدر.
HP:0006712	Aplasia/Hypoplasia of the ribs	عدم/ نقص تنسج الأضلاع	عدم وجود أو تطور الأضلاع بشكل كامل	غياب أو نقص في نمو وتشكيل الأضلاع.
HP:0012428	Prominent calcaneus	وضوح عظمة العقب	بروز عظمة الكعب	بروز عظمة الكعب، أو العقب.
HP:0012429	Aplasia/Hypoplasia of the cerebral white matter	عدم/ نقص تنسج المادة البيضاء الدماغية	عدم وجود أو تطور المادة البيضاء الدماغية بشكل كامل	غياب أو نقص في نمو وتشكيل المادة البيضاء الدماغية.
HP:0012430	Cerebral white matter hypoplasia	نقص تنسج المادة البيضاء الدماغية	نقص تنسج المادة البيضاء الدماغية	نقص في نمو وتشكيل المادة البيضاء الدماغية.
HP:0012431	Episodic fatigue	إرهاق متقطع	شعور بالتعب المتقطع	نوبات متكررة ومتقطعة من الشعور الذاتي بالتعب تتميز بقلة الطاقة والدافعية.
HP:0012432	Chronic fatigue	إرهاق مزمن	شعور بالتعب المستمر	شعور ذاتي بالتعب يتميز بنقص في الطاقة والدافعية ويستمر لمدة ستة أشهر أو أكثر.
HP:0012433	Abnormal social behavior	السلوك الاجتماعي الشاذ	السلوك الاجتماعي غير الطبيعي	شذوذ في التصرفات أو ردود الفعل التي يظهرها الشخص خلال التفاعلات الاجتماعية مع أفراد آخرين.
HP:0012434	Delayed early-childhood social milestone development	تأخر في تطور المعالم الاجتماعية لدى الأطفال المبكرة	تأخر في التطور الاجتماعي	الفشل في تحقيق واحدة أو أكثر من المعالم الاجتماعية المتعلقة بالعمر.
HP:0012435	Ventral shortening of foreskin	قصر بطني للقلفة	قصر القلفة من الجهة السفلية	نقص في طول الجلد البطني (السفلي) للقلفة من القضيب.
HP:0012436	Nonocclusive coronary artery atherosclerosis	تصلب الشرايين التاجية غير المسدود	تصلب الشرايين التاجية دون انسداد	مرض الشرايين التاجية الذي لم يتطور إلى درجة التسبب في انسداد كبير (انغلاق) للشرايين التاجية.
HP:0012437	Abnormal gallbladder morphology	تشوه شكل المرارة	شكل المرارة غير الطبيعي	تشوه هيكلي في المرارة.
HP:0012438	Abnormal gallbladder physiology	خلل وظيفة المرارة	خلل في عمل المرارة	خلل وظيفي في المرارة.
HP:0012439	Abnormal biliary tract physiology	خلل وظيفة القنوات الصفراوية	خلل في وظيفة القنوات الصفراوية	خلل وظيفي في الشجرة الصفراوية.
HP:0012440	Abnormal biliary tract morphology	تشوه شكل القنوات الصفراوية	هيكل غير طبيعي للقنوات الصفراوية	تشوه هيكلي في الشجرة الصفراوية.
HP:0012441	Sphincter of Oddi dyskinesia	خلل حركة مصرة أودي	خلل حركة مصرة أودي	انخفاض في الحركة من خلال مصرة أودي، مما يؤدي إلى عرقلة تدفق العصارة الصفراوية وعصارة البنكرياس من القناة الصفراوية المشتركة إلى الاثني عشر.
HP:0012442	Gallbladder dyskinesia	خلل حركة المرارة	حركة المرارة غير الطبيعية	انخفاض في حركة المرارة مصحوب بانخفاض في جزء الإفراغ.
HP:0100871	Abnormal palm morphology	تشوه كف اليد	تشوه كف اليد	تشوه في كف اليد، أي في الجهة الأمامية من اليد.
HP:0100872	Abnormality of the plantar skin of foot	تشوه جلد بطن القدم	تشوه جلد القدم	تشوه في الجزء البطني من القدم، أي في بطن القدم.
HP:0100874	Thick hair	شعر كثيف	شعر كثيف	زيادة في كثافة الشعر، أي زيادة عدد الشعيرات لكل وحدة مساحة.
HP:0100875	Hemimacroglossia	تضخم نصفي للسان	نصف لسان كبير	زيادة في طول وعرض نصف اللسان.
HP:0100876	Infra-orbital crease	طية تحت الحجاج	خط تحت العين	طية جلدية تمتد من تحت الزاوية الداخلية للعين على طول العملية الوجنية للفك العلوي والعظم الوجني.
HP:0100877	Renal diverticulum	رتج الكلى	كيس بولي في الكلى	تجاويف كيسية داخل الكلى تحتوي على البول ومبطنه بخلايا ظهارية انتقالية تتصل عبر قناة ضيقة بالجهاز الجامع للبول.
HP:0100878	Enlarged uterus	تضخم الرحم	رحم كبير	زيادة في حجم الرحم.
HP:0100879	Enlarged ovaries	تضخم المبيضين	مبيضين كبيرين	زيادة في حجم المبيضين.
HP:0100880	Nephrogenic rest	بقايا مولدة للكلى	خلايا كلى متبقية	مجموعات غير طبيعية مستمرة من الخلايا الجنينية، تمثل تشوهات مجهرية (خلل التنسج) في الكلى تحت التطور.
